stage,objective
1,2.7002356920000017e6
2,3.0217728207795992e6
3,3.0217914175749794e6
4,3.03633445735234e6
5,3.7121135151383877e6
6,4.1889139421181083e6
7,4.819081814061001e6
8,5.557899352207065e6
9,1.071957269951053e7
10,2.110771237753758e7
11,5.552752177780073e7
12,5.160470059149414e6
13,3.487575390999697e6
14,3.0217733044999987e6
15,3.520173896937307e6
16,3.021785000145644e6
17,802943.6416544374
18,802943.9146249089
19,1.2639249970148345e6
20,2.45354384463636e6
21,2.63542167480349e6
22,3.53733151561635e6
23,5.526856582025023e6
24,1.676358182931522e6
